Pematang;P_PEMA24_10;Pematang 00137;O-O-52M;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;SSA2/402/3230159DR;2024-05-30 13:00:00;2024-06-04 17:00:00;2024-06-22 06:00:00;COMPLETE
Pematang;P_PEMA24_08;Pematang 00138;O-O-52L;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;SSA2/402/3230157DR;2024-06-22 06:00:00;2024-06-25 12:00:00;2024-07-11 07:00:00;COMPLETE
Pematang;P_PEMA24_07;Pematang 00140;O-O-52K;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-009;SSA2/402/3230156DR;2024-07-11 07:00:00;;;IN_PROGRESS
Minas;MNA-P3;Minas 01988;8D-67N;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-010;GRK2/402/3220197DR;2022-01-01 00:00:00;2022-01-01 00:00:00;2022-01-17 00:00:00;COMPLETE
Minas;MNA-P8;Minas 01990;8D-66N;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-010;GRK2/402/3220199DR;2022-01-17 00:00:00;2022-01-19 20:00:00;2022-02-01 13:00:00;COMPLETE
Minas;MNS-P16;Minas 01991;8E-53E;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-010;GRK2/402/3210109DR;2022-02-01 13:00:00;2022-02-08 05:00:00;2022-02-27 00:00:00;COMPLETE
Minas;MNA-P7;Minas 01993;8E-61N;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-010;GRK2/402/3220202DR;2022-02-27 00:00:00;2022-03-05 00:00:00;2022-03-15 12:00:00;RELEASE
Minas;MNS-P4;Minas 01994;8E-51E;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-010;GRK2/402/3220205DR;2022-03-15 12:00:00;2022-03-19 13:00:00;2022-03-30 17:00:00;COMPLETE
Minas;MNA-P9;Minas 01996;8E-41N;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-010;GRK2/402/3220207DR;2022-03-30 17:00:00;2022-04-04 17:00:00;2022-04-18 01:00:00;COMPLETE
Minas;MNA-P15;Minas 01999;8E-36E;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-010;GRK2/402/3220206DR;2022-04-18 01:00:00;2022-05-03 05:00:00;2022-05-14 19:30:00;COMPLETE
Minas;MNS-P23;Minas 02001;7E-88E;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-010;GRK2/402/3220203DR;2022-05-14 19:30:00;2022-05-19 19:00:00;2022-05-30 08:00:00;COMPLETE
